lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
блондин	NOUN	1918	1918-1990	1918-1990_блондин_992-15		Я остановился в конторе имения, а во дворе Дубовицкой экономии были собраны к моему приезду все волостные старшины Дмитриевского уезда, причем впереди них обращал на себя внимание своим почти вызывающим видом молодой высокий блондин, как оказалось, волостной старшина той волости, где было разгромлено имение Волкова, и погромы других помещичьих усадеб были самые многочисленные.	225:232	0:379
блондин	NOUN	1918	1918-1990	1918-1990_блондин_982-15		Пришедший со мной помощник Микояна Королев (высокий, приятный блондин, с умным лицом) написал записку: "А.И.! т. Бронтман здесь".	62:69	0:129
блондин	NOUN	1918	1918-1990	1918-1990_блондин_1004-15		Куда тебя, скажи на милость -- Мало ли, -- парировал, улыбаясь, блондин, -- бывает, требуется.	64:71	0:94
блондин	NOUN	1918	1918-1990	1918-1990_блондин_1000-15		Маслова я отметил еще в Марселе, как симпатичного молодцеватого блондина с Владимиром с мечами на груди.	64:72	0:104
блондин	NOUN	1918	1918-1990	1918-1990_блондин_1002-15		-- Он тоже такой блондин, тонкая кость.	17:24	0:39
блондин	NOUN	1918	1918-1990	1918-1990_блондин_996-15		Все высокие блондины одинаковы, как венские вальсы.	12:20	0:51
блондин	NOUN	1918	1918-1990	1918-1990_блондин_988-15		Среди нас было больше блондинов, среди них -- брюнетов, мы назывались Смидовичи белые, они -- Смидовичи черные, У Марии Тимофеевны, жены Гермогена Викентьевича, была в Петербурге старшая сестра, Анна Тимофеевна, генеральша; муж ее был старшим врачом Петропавловской крепости, -- действительный статский советник Гаврила Иванович Вильмс.	22:31	0:336
блондин	NOUN	1918	1918-1990	1918-1990_блондин_1026-15		Ему 25 лет, кажется, что у него пепельные волосы, а он на самом деле седой блондин.	75:82	0:83
блондин	NOUN	1918	1918-1990	1918-1990_блондин_998-15		И худрук тоже смеялся и согласно качал головой в такт его рассказам, потом подошли двое студийцев и о чем-то почтительно спросили блондина, тот быстро повернулся к ним и ответил так, что сразу прыснули все.	130:138	0:206
блондин	NOUN	1918	1918-1990	1918-1990_блондин_1012-15		И ожидалось приятное -- от полуинтеллигентного Кочнева и казашки со средним медицинским образованием родится узкоглазый блондин с длинными ногами или черноволосая девчонка с голубыми глазищами, кончит Сосновскую среднюю школу, а к девятнадцати-двадцати годам не станет уже цитировать ни Булгакова, ни Ильфа и Петрова -- найдутся другие источники молодого скепсиса.	120:127	0:364
блондин	NOUN	1918	1918-1990	1918-1990_блондин_1024-15		Лега сообщал, что самцы имеют коричневую окраску, а самки либо коричневые, либо "светлее, волос блондинов"; скорее всего более темный окрас принадлежит самкам постарше.	96:105	0:168
блондин	NOUN	1918	1918-1990	1918-1990_блондин_1022-15		-- Дома, -- ответила Катя, рассматривая одного из мужчин, молодого блондина, худого, с узким розовым лицом и такими светлыми волосами и бровями, что они казались бесцветными.	67:75	0:174
блондин	NOUN	1918	1918-1990	1918-1990_блондин_1014-15		Этот малорослый блондин мелкими шажками сновал по палубе и, прищуривая маленькие глазки, не без удивления останавливался перед сложными судовыми приспособлениями.	16:23	0:162
блондин	NOUN	1918	1918-1990	1918-1990_блондин_1020-15		Они не знали, что этого симпатичного, преждевременно несколько обрюзгшего, лысоватого блондина снедает жестокое честолюбие.	86:94	0:123
блондин	NOUN	1918	1918-1990	1918-1990_блондин_1034-15		Из лекторов мне запомнился профессор биологии Николай Константинович Кольцов -- невысокий блондин с усами, в сером костюме, в брюках-галифе, в шерстяных, облегающих икры гольфах.	90:97	0:178
блондин	NOUN	1918	1918-1990	1918-1990_блондин_1036-15		Подполковник Котов -- спокойный, сытый, безличный блондин, ничуть не злой и ничуть не добрый, вообще никакой, сидел за столом и, зевая, в первый раз просматривал папку моего дела.	50:57	0:179
блондин	NOUN	1918	1918-1990	1918-1990_блондин_1018-15		Это не тот ли молодой блондин, который ораторствовал в Старо-Барском и в Стречно, в школе Он и заведующий хлебным сбором, пьяный бородач, часто объявлялись в Старо, останавливались в лавровском доме и изредка заглядывали ко мне.	22:29	0:228
блондин	NOUN	1918	1918-1990	1918-1990_блондин_1010-15		Но однажды -- заметьте: по датам это совпадает с последними днями перед смертью Круминьша -- этот неизвестный -- крепкий блондин, средних лет, мрачный, неразговорчивый, очень грубо обращавшийся с Линдой Твардовской, -- явился к ним в дом.	121:128	0:238
блондин	NOUN	1918	1918-1990	1918-1990_блондин_1016-15		Маленький, кругленький блондин в очках, постоянно улыбающийся.	23:30	0:62
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1011-15		-- Ничего -- это пустое место, -- перебил он и многозначительно посмотрел на блондина, уже несколько пришедшего в себя.	77:85	0:119
блондин	NOUN	1992	1992-2016	1992-2016_блондин_991-15		У моей дочки очень красивый МЧ, голубоглазый блондин под 2 м. ростом, классическими чертами лица и спортивной фигурой.	45:52	0:118
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1009-15		-- Мы, хомонавты, весь этаж снимаем! -- гордо объявил вышедший мне навстречу организатор конференции, высокий блондин с портативным компьютером под мышкой.	110:117	0:155
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1025-15		Мне достался невысокого роста длинноволосый блондин, именующий себя, как я позже выяснила, Леоном.	44:51	0:98
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1003-15		-- Учительница, -- вроде как виновато сказал другой, и она вдруг узнала в нем мягковолосого блондина, что сидел за столом у Нюрки.	92:100	0:130
блондин	NOUN	1992	1992-2016	1992-2016_блондин_989-15		Именно там мы с Терезой увидали этого парня, Роберта Хаггинса, голубоглазого блондина с чуткими бровями и скупыми жестами.	77:85	0:122
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1001-15		Кроме Володина в других ваннах лежали еще двое -- длинноволосый голубоглазый блондин с редкой бородкой, похожий на древнеславянского витязя, и темноволосый молодой человек с несколько женственным бледным лицом и чрезмерно развитой мускулатурой.	77:84	0:244
блондин	NOUN	1992	1992-2016	1992-2016_блондин_999-15		В центре дворика -- большой, довольно потрепанный черный автомобиль устаревшей марки, за рулем которого сидит розовощекий манекен-блондин в соломенной шляпе-канотье.	130:137	0:165
блондин	NOUN	1992	1992-2016	1992-2016_блондин_997-15		Лысоватый блондин, вежливый и аккуратный, он пребывал в том возрасте, который только человеку, одной ногой стоящему в могиле, может показаться возрастом ниспровержения основ.	10:17	0:174
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1037-15		Иван Иваныч сразу опомнился и остановил блондина, который уже тащил из кармана что-то железное.	40:48	0:95
блондин	NOUN	1992	1992-2016	1992-2016_блондин_995-15		Сашенька взглянула на него вскользь и даже не заметила, какой он, блондин или брюнет, низкорослый или высокий.	66:73	0:110
блондин	NOUN	1992	1992-2016	1992-2016_блондин_993-15		Однако мордастый блондин, стоявший перед Гуровым, не поддержал эту идею.	17:24	0:72
блондин	NOUN	1992	1992-2016	1992-2016_блондин_979-15		Проследовав взглядом в указанном направлении, я наткнулся на картины массовых совокуплений: в тени здания, на брошенных между колоннами циновках, два высоких блондина в байковом исподнем, кряхтя и хихикая, деловито обладали тремя десятками женщин.	158:166	0:247
блондин	NOUN	1992	1992-2016	1992-2016_блондин_985-15		Хашем стоит и ждет, когда этот синеглазый блондин с поднятыми на лоб темными очками закончит.	42:49	0:93
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1013-15		У блондинов и брюнетов, у бегающих и хромоногих, у меня, у моих подруг, у всех уверенных, что знают, как надо для всех.	2:11	0:119
блондин	NOUN	1992	1992-2016	1992-2016_блондин_983-15		А из меня даже нормального блондина не получилось.	27:35	0:50
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1015-15		Я как-то сказала, что определенно предпочитаю блондинов.	46:55	0:56
блондин	NOUN	1992	1992-2016	1992-2016_блондин_981-15		За две недели я потерял восемь кило, хотя физическими нагрузками не злоупотреблял, обгорел до волдырей и превратился в блондина.	119:127	0:128
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1005-15		-- Как красть лошадей Как ловить собак -- не понял блондин.	51:58	0:59
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1021-15		Прислугой-кхмерами руководил парень по имени Остап, а на кухне командовал его батя, голубоглазый блондин Николай.	97:104	0:113
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1007-15		-- Извините, где здесь можно курить -- спросил я у блондина на плохом английском языке.	51:59	0:87
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1017-15		По средам езжу в Селезневские, там парится со мной один блондин из мэрии; пока не понял, кто он, голого не разберешь, похоже, порученец.	56:63	0:136
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1033-15		Высокий блондин с лучистыми голубыми глазами, Питер с энтузиазмом начал готовиться к съемкам.	8:15	0:93
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1019-15		Старший конвоя -- широколицый, красивый блондин со злыми глазами -- внимательно оглядел напряженную уголовную троицу и провозгласил: -- Разъясняю порядок следования в зал судебного заседания!	40:47	0:191
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1031-15		Высокий блондин стоял под дверью и смотрел на меня настороженно.	8:15	0:64
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1029-15		-- Петр Маркович, -- как-то очень значительно и тягуче произнес блондин.	64:71	0:72
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1027-15		-- Ну и ну! -- произнес блондин.	24:31	0:32
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1023-15		Сосед, полный блондин в рубашке "поло", приветствовал меня кивком головы, и, указав на кровать с правой стороны, коротко спросил: -- Йес Я ответил согласием.	14:21	0:157
блондин	NOUN	1992	1992-2016	1992-2016_блондин_987-15		Похоже было, что они сами себя таким образом прогуливают, вернее, один из них, широкогрудый мощный овчар с несколько сардонической усмешкой в углах убедительной пасти, прогуливает экзальтированного и порывистого блондина, чей хвост без конца колышется над ним, демонстрируя радость жизни и неограниченное дружелюбие.	212:220	0:316
блондин	NOUN	1992	1992-2016	1992-2016_блондин_1035-15		-- Зачем вы покрасили волосы перекисью водорода Действительно, черноволосый Утесов превратился в светлого блондина.	106:114	0:115
