identifier1	identifier2	annotator	judgment	comment	lemma
1918-1990_карман_2106-15	1992-2016_карман_2107-15	1	4		карман
1918-1990_карман_2072-15	1992-2016_карман_2073-15	1	4		карман
1918-1990_карман_2088-15	1992-2016_карман_2089-15	1	1		карман
1918-1990_карман_2104-15	1992-2016_карман_2105-15	1	4		карман
1918-1990_карман_2078-15	1992-2016_карман_2079-15	1	4		карман
1918-1990_карман_2102-15	1992-2016_карман_2103-15	1	2		карман
1918-1990_карман_2090-15	1992-2016_карман_2091-15	1	4		карман
1918-1990_карман_2110-15	1992-2016_карман_2111-15	1	4		карман
1918-1990_карман_2074-15	1992-2016_карман_2075-15	1	1		карман
1918-1990_карман_2070-15	1992-2016_карман_2071-15	1	4		карман
1918-1990_карман_2082-15	1992-2016_карман_2083-15	1	4		карман
1918-1990_карман_2062-15	1992-2016_карман_2063-15	1	1		карман
1918-1990_карман_2056-15	1992-2016_карман_2057-15	1	4		карман
1918-1990_карман_2098-15	1992-2016_карман_2099-15	1	4		карман
1918-1990_карман_2054-15	1992-2016_карман_2055-15	1	4		карман
1918-1990_карман_2058-15	1992-2016_карман_2059-15	1	1		карман
1918-1990_карман_2096-15	1992-2016_карман_2097-15	1	4		карман
1918-1990_карман_2076-15	1992-2016_карман_2077-15	1	4		карман
1918-1990_карман_2060-15	1992-2016_карман_2061-15	1	4		карман
1918-1990_карман_2092-15	1992-2016_карман_2093-15	1	4		карман
1918-1990_карман_2084-15	1992-2016_карман_2085-15	1	4		карман
1918-1990_карман_2094-15	1992-2016_карман_2095-15	1	4		карман
1918-1990_карман_2064-15	1992-2016_карман_2065-15	1	1		карман
1918-1990_карман_2080-15	1992-2016_карман_2081-15	1	4		карман
1918-1990_карман_2066-15	1992-2016_карман_2067-15	1	4		карман
1918-1990_карман_2068-15	1992-2016_карман_2069-15	1	4		карман
1918-1990_карман_2072-15	1992-2016_карман_2073-15	2	4		карман
1918-1990_карман_2086-15	1992-2016_карман_2087-15	2	4		карман
1918-1990_карман_2088-15	1992-2016_карман_2089-15	2	4		карман
1918-1990_карман_2092-15	1992-2016_карман_2093-15	2	4		карман
1918-1990_карман_2090-15	1992-2016_карман_2091-15	2	1		карман
1918-1990_карман_2070-15	1992-2016_карман_2071-15	2	4		карман
1918-1990_карман_2094-15	1992-2016_карман_2095-15	2	4		карман
1918-1990_карман_2084-15	1992-2016_карман_2085-15	2	4		карман
1918-1990_карман_2054-15	1992-2016_карман_2055-15	2	4		карман
1918-1990_карман_2098-15	1992-2016_карман_2099-15	2	4		карман
1918-1990_карман_2056-15	1992-2016_карман_2057-15	2	4		карман
1918-1990_карман_2068-15	1992-2016_карман_2069-15	2	4		карман
1918-1990_карман_2058-15	1992-2016_карман_2059-15	2	2		карман
1918-1990_карман_2060-15	1992-2016_карман_2061-15	2	4		карман
1918-1990_карман_2062-15	1992-2016_карман_2063-15	2	2		карман
1918-1990_карман_2080-15	1992-2016_карман_2081-15	2	4		карман
1918-1990_карман_2064-15	1992-2016_карман_2065-15	2	1		карман
1918-1990_карман_2066-15	1992-2016_карман_2067-15	2	4		карман
1918-1990_карман_2074-15	1992-2016_карман_2075-15	2	4		карман
1918-1990_карман_2112-15	1992-2016_карман_2113-15	2	4		карман
1918-1990_карман_2100-15	1992-2016_карман_2101-15	2	4		карман
1918-1990_карман_2078-15	1992-2016_карман_2079-15	2	4		карман
1918-1990_карман_2102-15	1992-2016_карман_2103-15	2	4		карман
1918-1990_карман_2104-15	1992-2016_карман_2105-15	2	4		карман
1918-1990_карман_2076-15	1992-2016_карман_2077-15	2	4		карман
1918-1990_карман_2108-15	1992-2016_карман_2109-15	2	4		карман
1918-1990_карман_2110-15	1992-2016_карман_2111-15	2	4		карман
1918-1990_карман_2082-15	1992-2016_карман_2083-15	2	2		карман
1918-1990_карман_2096-15	1992-2016_карман_2097-15	2	4		карман
1918-1990_карман_2106-15	1992-2016_карман_2107-15	2	4		карман
