lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
советчик	NOUN	1700	1700-1916	1700-1916_советчик_4804-14		Высокий Василий, худощавый, русый мужик с козлиною бородкой, и советчик, толстый, белобрысый, с белой густой бородой, обкладывающей его красное лицо, подошли и тоже выпили по стаканчику.	63:71	0:186
советчик	NOUN	1700	1700-1916	1700-1916_советчик_4800-14		-- А кто е разберет, где може и к калмыкам заехали вовсе, -- отвечал советчик.	69:77	0:78
советчик	NOUN	1700	1700-1916	1700-1916_советчик_4802-14		Но ведь у вас такой советчик, как Патмосов.	20:28	0:43
советчик	NOUN	1700	1700-1916	1700-1916_советчик_4750-14		-- Ох, много надобно было бы писать, если б пришлось записывать все дурное, что делают с нами паны ляхи, советчики их ксендзы да жиды!	105:114	0:134
советчик	NOUN	1700	1700-1916	1700-1916_советчик_4756-14		-- Что мне говорить, царевич Воля твоя, а чтоб от батюшки бежать, я не советчик.	71:79	0:80
советчик	NOUN	1700	1700-1916	1700-1916_советчик_4782-14		Уж не тот ли фофан Вот нашла советчика!	29:38	0:39
советчик	NOUN	1700	1700-1916	1700-1916_советчик_4752-14		Вскоре он и сам погиб на ратном поле, на одной войне, в которую его втянули лихие советчики.	82:91	0:92
советчик	NOUN	1700	1700-1916	1700-1916_советчик_4784-14		Игнат запахивался и покрикивал; сзади фыркали лошади, и звенели колокольчики троек старичка и советчика; но тот, который спал, решительно в степи отбился от нас.	94:103	0:161
советчик	NOUN	1700	1700-1916	1700-1916_советчик_4786-14		-- Первое дело, как пробежишь за саньми, -- сказал советчик.	51:59	0:60
советчик	NOUN	1700	1700-1916	1700-1916_советчик_4774-14		Отсторонив от себя этого советчика, майор обратился к другому.	25:34	0:62
советчик	NOUN	1700	1700-1916	1700-1916_советчик_4776-14		Диана для дофина была первым другом и советчиком.	38:48	0:49
советчик	NOUN	1700	1700-1916	1700-1916_советчик_4762-14		Эта услуга, в связи с привычкой, сделало то, что Сидорыч стал необходимым для князя человеком, поверенным его сокровенных тайн, даже советчиком.	133:143	0:144
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4769-14		Одно из них занималось производством непечатных формулировок по адресу пограничника, советчиков, Бермана, Медведева и себя самого.	85:95	0:130
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4773-14		Говорят, что для некоторых предчувствие служит толковым советчиком.	56:66	0:67
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4767-14		И тут штандартенфюрер полковник Ульрих фон Цанке, доверенный человек Гиммлера и близкий друг Олендорфа, учитель Эйхмана и помощник Гейдриха, наперсник старого пройдохи Канариса, один из немногих советчиков самого Адольфа Гитлера по плану создания машины Главного имперского управления безопасности и вдохновитель первых массовых казней, осуществленных головорезами СС, -- начальник группы "Ц" -- Восток -- внезапно понял, что игра с проклятой большевичкой проиграна безнадежно и что отыграться он не сможет.	195:205	0:507
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4771-14		Он более способен был играть роль наушника, тайного советчика, какой-нибудь eminence grise.	52:61	0:91
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4775-14		Целый ряд людей, не занимавших никакого служебного положения, достигли высокого звания царских советчиков; одни пользовались официальным признанием, другие находили возмещение за отсутствие гласности в большей близости к личности царя.	95:105	0:235
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4763-14		А расходы придется платить самим же советчикам".	36:46	0:48
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4765-14		Испуг -- советчик плохой.	9:17	0:25
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4747-14		Он скверный советчик, папа.	12:20	0:27
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4749-14		В это неописуемо трудное для нас морально время Наташа приняла на себя часть натиска некоторых советчиков из числа друзей и диссидентов с их жестоким и неумным стремлением добиться от Лизы каких-либо действий с целью прекращения голодовки.	95:105	0:239
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4801-14		Виктор Михайлович в те дни был истинным моим другом и советчиком.	54:64	0:65
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4759-14		Многочисленные русскоязычные советчики с удовольствием помогли мне выбрать маршрут -- по их словам, стоило съездить в районный центр Гиссар, где еще сохранилась древняя персидско-таджикская традиция, и в экзотические джунгли вокруг Тигровой Балки.	29:38	0:247
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4803-14		Лоцман только советчик.	14:22	0:23
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4805-14		Сам он давно женился на нашей деревенской молодице, был всем кумом, другом и советчиком по части подрядов на сплаве, лесозаготовках и выжиге извести.	77:87	0:149
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4755-14		А через пять лет все же разыскал советчика по телефону.	33:42	0:55
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4753-14		Клавдия Васильевна должна была понять: это первые ее советчики и друзья, ребята, удостоенные особого доверия.	53:62	0:109
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4781-14		И хотя многие советчики из осторожных категорически советовали воздержаться от попытки ставить кинокомедию на такую серьезную и ответственную тему, как стахановское движение, я верил в успех начатого дела.	14:23	0:205
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4783-14		Надо быть осмотрительнее, не то наломаешь дров, безоглядно доверяясь тайному советчику.	77:86	0:87
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4785-14		Вся эта гневная масса зловеще волновалась, из памяти выхватывала разные воспоминанья про "разбои советчиков" (и тут продразверстка!), раскаляла атмосферу недовольства, грозила каждый миг прорвать плотину терпенья, вырваться бурным, буйным потоком на волю.	97:107	0:255
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4787-14		-- За вчерашний день человек сорок советчиков привел наш непоседа.	35:45	0:66
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4789-14		Он выбирал одного, двух советчиков среди инженеров отдела, -- это помогало ему слыть в глазах руководства сведущим человеком.	24:34	0:125
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4793-14		При чем количество полученных "ослов" было прямо пропорционально глупости и богатству советчика.	86:95	0:96
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4795-14		-- А мне и не нужен ни советчик, ни оппонент, -- сказал Кармадон.	23:31	0:65
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4797-14		Когда спустя три недели после Славиных похорон к ней подступились, чтобы узнать ее мнение об очередной программной статье ее мужа, она вдруг, как будто к ней прикоснулись оголенным проводом, закричала, что если в советчики будут записывать людей, бросающих своих больных детей и жен, то конец: всему конец.	213:222	0:306
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4799-14		Своя тропинка Мариана Кайнарова, студентка Софийского университета, не только внимательная читательница журнала, но и постоянный наш, автор, критик, советчик.	149:157	0:158
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4751-14		С радостью я свидетельствую, что знаешь ты на выходе в жизнь искусство лекарское и мастерство хирурга, и ведомо тебе сотворение лекарств, и имеешь ты себе добрыми советчиками великих наших учителей Гиппократа, Галена и Ибн-Сину по прозванию Авиценна.	163:174	0:250
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4791-14		По секретным сведениям, треть валюты идет к советчикам через Крым.	44:54	0:66
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4777-14		Никто из "вольфсберговцев", конечно, не возвращался туда, где были советчики.	67:76	0:77
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4757-14		-- Значит, -- старался я вывести заключение, -- вы совсем не признаете на сцене сознательных приспособлений -- Признаю в тех случаях, когда мне их подсказывают со стороны: режиссер, товарищи актеры, непрошеные и прошеные советчики.	221:230	0:231
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4761-14		У меня никогда не было имиджмейкеров, редакторов, режиссеров, советчиков всяких.	62:72	0:80
советчик	NOUN	1918	1918-1990	1918-1990_советчик_4779-14		Хороший советчик отец.	8:16	0:22
