lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
облако	NOUN	1918	1918-1990	1918-1990_облако_2964-15		За Азией давно уже числился не один десяток прогонов, а все еще трепетали платки на летевших головах, и переглядывались люди, и были гладкие и обросшие бородой, и летели все, в облаках крутившегося песку, летели и летели мимо все той же пыльной, еще недавно европейской, уже давно азиатской ольхи.	177:184	0:297
облако	NOUN	1918	1918-1990	1918-1990_облако_3012-15		Скоро воздушный шар поднялся выше, вылетел из облаков и полетел над ними.	46:53	0:73
облако	NOUN	1918	1918-1990	1918-1990_облако_2998-15		Облака летят низко, -- метров на 300.	0:6	0:37
облако	NOUN	1918	1918-1990	1918-1990_облако_2956-15		Порывистый северо-западный ветер прогонял сначала только немногие перистые облака, но затем и слоистые, густые, к полудню, когда мой разъезд уже был в дороге, окутавшие все небо и посыпавшие снегом.	75:81	0:198
облако	NOUN	1918	1918-1990	1918-1990_облако_2972-15		Не ограничиваясь применением дыма, т. Федосеев и его сотрудники упорно работали над подысканием такого химического вещества, которое было бы в состоянии уничтожать облака.	164:170	0:171
облако	NOUN	1918	1918-1990	1918-1990_облако_2980-15		Оно не испарилось, не исчезло в синеве до сих пор; по-прежнему в августе белая гора возвышается над старым деревенским аэродромом, над многоэтажными домами, над излучиной реки, одетой в гранит, чуть заметно под напором западного ветра передвигаясь к востоку, к центру Москвы, и вслед за облаком медленно передвигается точно такая же, как когда-то, легчайшая прозрачная тень, и машины внизу то ныряют в эту прозрачность, то выскакивают на солнцепек, сверкая черными и салатными лакированными частями, летя серебряной дугою шоссе в Шереметьево, в Лондон, в Вену, в Бомбей, в Куала-Лумпур.	287:294	0:586
облако	NOUN	1918	1918-1990	1918-1990_облако_2970-15		Минута в облаке отнимает день жизни.	9:15	0:36
облако	NOUN	1918	1918-1990	1918-1990_облако_2954-15		Отблеск огней Эйдткунена, с одной стороны, и Вержболова, с другой, на облаках казался зловещим заревом.	70:77	0:103
облако	NOUN	1918	1918-1990	1918-1990_облако_2968-15		Ты, белка, недолюбливаешь меня, я знаю, и поэтому Лилиана Борисовна (то есть я) будет рассказывать о себе сама, а ты уж иди порезвись, попрыгай с ветки на ветку, взбирайся на самую тоненькую крестовинку-маковку елки и оттуда бросайся в голубоватую пустоту, растопырив лапки и распушив хвост, падай, цепляйся на лету за гибкую, податливую вершину молодой березки и, спружинив на ней почти до самой земли, прыгай на кочку, оттуда на кустик орешника, с куста на долговязую сосенку -- и снова пулею вверх, к синему небу и белым облакам.	524:531	0:532
облако	NOUN	1918	1918-1990	1918-1990_облако_2974-15		Над каналом, над куполами Спаса-на-крови -- большое, светлое облако.	61:67	0:68
облако	NOUN	1918	1918-1990	1918-1990_облако_2976-15		Впереди в облаках пыли с грохотом скачут по накатанной дороге телеги.	10:17	0:69
облако	NOUN	1918	1918-1990	1918-1990_облако_2966-15		Появление галосов объясняется преломлением и отражением идущих от светила лучей света в кристалликах льда перистых облаков.	115:122	0:123
облако	NOUN	1992	1992-2016	1992-2016_облако_2991-15		Следующий вопрос: какое влияние оказывают облака на климат Понятно, что облака, с одной стороны, не выпускают в космос тепло, идущее от Земли, и этим способствуют потеплению, а с другой стороны, они отражают тепло, идущее на Землю от Солнца, и этим способствуют охлаждению.	42:48	0:273
облако	NOUN	1992	1992-2016	1992-2016_облако_2989-15		Достигнув окрестности планеты, расширившееся магнитное облако обтекает магнитосферу Земли по границе (магнитопаузе), поскольку магнитное поле не пускает заряженные частицы плазмы внутрь.	55:61	0:186
облако	NOUN	1992	1992-2016	1992-2016_облако_2979-15		Было жарко, но к вечеру небо заволокли густые белые облака.	52:58	0:59
облако	NOUN	1992	1992-2016	1992-2016_облако_2993-15		-- Пойми, пирамида власти уходит за облака, её вершина ей не принадлежит.	36:42	0:73
облако	NOUN	1992	1992-2016	1992-2016_облако_2995-15		Это и табачный дым, а также черные облака, которые стелятся за автобусами.	35:41	0:74
облако	NOUN	1992	1992-2016	1992-2016_облако_2987-15		В романе "Черное облако" он описал появление вблизи Земли гигантского межзвездного облака, наделенного разумом, способностью к целеустремленному движению и бессмертием.	17:23	0:168
облако	NOUN	1992	1992-2016	1992-2016_облако_2955-15		Среди них -- миграция в публичные "облака" и аутсорсинг, виртуализация, внедрение средств бизнес-аналитики и информационной безопасности", -- уточняет Борис Бобровников, генеральный директор компании КРОК.	35:41	0:205
облако	NOUN	1992	1992-2016	1992-2016_облако_2977-15		Распознавание речи осуществляется в "облаке", то есть на веб-сервере, к которому постоянно подключен смартфон с приложением TransTalk. правда, военные относятся к облачным сервисам без энтузиазма, потому что обеспечить Интернет в пустыне, например, не так-то просто.	37:43	0:266
облако	NOUN	1992	1992-2016	1992-2016_облако_2997-15		Под грозовым облаком плотность наведенных на земле положительных зарядов может значительно возрастать, а напряженность электрического поля -- превышать 100 кВ/м, в 1000 раз больше ее значения в хорошую погоду.	13:20	0:209
облако	NOUN	1992	1992-2016	1992-2016_облако_2985-15		Далеко впереди, если как следует вглядеться, сверкали белые пятна -- то ли вечные снега на горных вершинах, то ли облака, освещенные снизу солнцем.	114:120	0:147
облако	NOUN	1992	1992-2016	1992-2016_облако_2957-15		Оттуда вылетали облака голубого дыма и обрывки грохота.	16:22	0:55
облако	NOUN	1992	1992-2016	1992-2016_облако_2975-15		Атмосфера Земли пропускает в космос около 10% собственного теплового излучения, оставшиеся 27% поглощают облака и молекулы других парниковых газов, в первую очередь метан.	105:111	0:171
облако	NOUN	1992	1992-2016	1992-2016_облако_2963-15		Пассажиры самолета об этом еще не знали, а если бы знали, то едва ли смогли бы себе представить -- самолет летел над облаками, и в иллюминаторах, если приподнять заслонку, сияло безукоризненно голубое небо.	117:125	0:206
облако	NOUN	1992	1992-2016	1992-2016_облако_2971-15		Приглашаем читателей журнала участвовать в конкурсе на лучшие фотографии облаков, в которых виден сюжет: очертания предметов, животных, людей и тому подобное.	73:80	0:158
облако	NOUN	1992	1992-2016	1992-2016_облако_2961-15		Закрыв глаза, обнял как облако или тонкое деревце.	24:30	0:50
облако	NOUN	1992	1992-2016	1992-2016_облако_2967-15		Опять над полем Куликовым Взошла и расточилась мгла, И, словно облаком суровым, Грядущий день заволокла.	63:70	0:104
облако	NOUN	1992	1992-2016	1992-2016_облако_2959-15		За тобою -- прожитые дни, облака, встающие отвесно, все, чему в сознанье стало тесно, -- так раздвинь завесы и взгляни -- не туда, где были мы с тобой молодыми, смелыми, хмельными, а туда, где ранами сплошными изморщинен плещущий прибой.	26:32	0:237
облако	NOUN	1992	1992-2016	1992-2016_облако_2973-15		Тихая российская провинция, избы с наличниками, колодцы, дровяники, яблоневые сады, копошащиеся в пыльной траве куры, обрывистый волжский берег, небо да облака.	153:159	0:160
облако	NOUN	1992	1992-2016	1992-2016_облако_2981-15		Я хорошо помню, детьми мы играли около совхозной бойни, и я хорошо помню озера крови, над которой плотным звенящим облаком висел гнус.	115:122	0:134
облако	NOUN	1992	1992-2016	1992-2016_облако_2983-15		Косматые облака, шевелясь и вскипая, неслись туда, где за каменным гребнем остались родные и надёжные деревянные крепости с крестами на башнях.	9:15	0:143
облако	NOUN	1992	1992-2016	1992-2016_облако_3001-15		Оранжевое пламя захлестнуло "муравейник", вверх взметнулось смоляное облако, новые взрывы окружили его со всех сторон, и он сдулся, рухнул, испустив усталый предсмертный стон, потом его заволокло густым дымом горящего леса и плоти.	69:75	0:231
облако	NOUN	1992	1992-2016	1992-2016_облако_2999-15		И сам увидел, как облаков действительно померкнули края.	18:25	0:56
облако	NOUN	1992	1992-2016	1992-2016_облако_3011-15		Этот астрономический свет, словно не знающий покрова облаков, давал увидеть над простертым ветераном легкую дымку небытия, состоявшую, должно быть, из той самой светлой пыли бессмертия, с которой не стоило бороться при помощи щетки и тряпки.	53:60	0:241
облако	NOUN	1992	1992-2016	1992-2016_облако_2969-15		Затем часть этого облака отвисает книзу в виде гигантской воронки, которая всё более удлиняется и наконец достигает поверхности земли или воды.	18:24	0:143
облако	NOUN	1992	1992-2016	1992-2016_облако_3009-15		Говорят, что по замыслу зодчих он должен был возвышаться над облаками.	61:69	0:70
облако	NOUN	1992	1992-2016	1992-2016_облако_3007-15		Благодаря своей способности мысленно переноситься следом за взглядом, Катерина Ивановна как бы прислонялась к незнакомцу, чуть ли не прижималась к нему и оставалась с ним, даже когда убегала в смятении перед своим бесстыдством, пугаясь луж и отраженных, не совпадавших с лужами по форме белых облаков.	293:300	0:301
облако	NOUN	1992	1992-2016	1992-2016_облако_3005-15		В гардеробной сгустилось фиолетовое облако.	36:42	0:43
облако	NOUN	1992	1992-2016	1992-2016_облако_2965-15		Этот порыв ветра относит подол плаща Богоматери и раздувает платок на её голове, заставляет двигаться облака.	102:108	0:109
облако	NOUN	1992	1992-2016	1992-2016_облако_3013-15		В варианте "облака" заправочная станция должна представлять собой самостоятельный автоматический космический аппарат.	12:18	0:117
облако	NOUN	1992	1992-2016	1992-2016_облако_3003-15		Ветер гонял облака, гремел крышей, толсто выл трубой и тонко свистел щелями.	12:18	0:76
