identifier1	identifier2	annotator	judgment	comment	lemma
1918-1990_формула_5820-15	1992-2016_формула_5821-15	1	1		формула
1918-1990_формула_5818-15	1992-2016_формула_5819-15	1	4		формула
1918-1990_формула_5806-15	1992-2016_формула_5807-15	1	4		формула
1918-1990_формула_5808-15	1992-2016_формула_5809-15	1	3		формула
1918-1990_формула_5810-15	1992-2016_формула_5811-15	1	4		формула
1918-1990_формула_5814-15	1992-2016_формула_5815-15	1	2		формула
1918-1990_формула_5816-15	1992-2016_формула_5817-15	1	2		формула
1918-1990_формула_5828-15	1992-2016_формула_5829-15	1	3		формула
1918-1990_формула_5804-15	1992-2016_формула_5805-15	1	4		формула
1918-1990_формула_5812-15	1992-2016_формула_5813-15	1	2		формула
1918-1990_формула_5796-15	1992-2016_формула_5797-15	1	3		формула
1918-1990_формула_5788-15	1992-2016_формула_5789-15	1	3		формула
1918-1990_формула_5802-15	1992-2016_формула_5803-15	1	4		формула
1918-1990_формула_5772-15	1992-2016_формула_5773-15	1	2		формула
1918-1990_формула_5798-15	1992-2016_формула_5799-15	1	4		формула
1918-1990_формула_5776-15	1992-2016_формула_5777-15	1	1		формула
1918-1990_формула_5778-15	1992-2016_формула_5779-15	1	3		формула
1918-1990_формула_5780-15	1992-2016_формула_5781-15	1	1		формула
1918-1990_формула_5782-15	1992-2016_формула_5783-15	1	4		формула
1918-1990_формула_5800-15	1992-2016_формула_5801-15	1	3		формула
1918-1990_формула_5792-15	1992-2016_формула_5793-15	1	2		формула
1918-1990_формула_5784-15	1992-2016_формула_5785-15	1	4		формула
1918-1990_формула_5794-15	1992-2016_формула_5795-15	1	1		формула
1918-1990_формула_5786-15	1992-2016_формула_5787-15	1	3		формула
1918-1990_формула_5792-15	1992-2016_формула_5793-15	2	2		формула
1918-1990_формула_5794-15	1992-2016_формула_5795-15	2	2		формула
1918-1990_формула_5800-15	1992-2016_формула_5801-15	2	2		формула
1918-1990_формула_5796-15	1992-2016_формула_5797-15	2	3		формула
1918-1990_формула_5810-15	1992-2016_формула_5811-15	2	2		формула
1918-1990_формула_5814-15	1992-2016_формула_5815-15	2	1		формула
1918-1990_формула_5798-15	1992-2016_формула_5799-15	2	4		формула
1918-1990_формула_5808-15	1992-2016_формула_5809-15	2	1		формула
1918-1990_формула_5790-15	1992-2016_формула_5791-15	2	2		формула
1918-1990_формула_5812-15	1992-2016_формула_5813-15	2	2		формула
1918-1990_формула_5820-15	1992-2016_формула_5821-15	2	2		формула
1918-1990_формула_5786-15	1992-2016_формула_5787-15	2	3		формула
1918-1990_формула_5788-15	1992-2016_формула_5789-15	2	3		формула
1918-1990_формула_5802-15	1992-2016_формула_5803-15	2	2		формула
1918-1990_формула_5822-15	1992-2016_формула_5823-15	2	1		формула
1918-1990_формула_5784-15	1992-2016_формула_5785-15	2	2		формула
1918-1990_формула_5824-15	1992-2016_формула_5825-15	2	1		формула
1918-1990_формула_5782-15	1992-2016_формула_5783-15	2	4		формула
1918-1990_формула_5826-15	1992-2016_формула_5827-15	2	4		формула
1918-1990_формула_5806-15	1992-2016_формула_5807-15	2	1		формула
1918-1990_формула_5828-15	1992-2016_формула_5829-15	2	2		формула
1918-1990_формула_5830-15	1992-2016_формула_5831-15	2	3		формула
1918-1990_формула_5776-15	1992-2016_формула_5777-15	2	3		формула
1918-1990_формула_5774-15	1992-2016_формула_5775-15	2	2		формула
1918-1990_формула_5772-15	1992-2016_формула_5773-15	2	2		формула
1918-1990_формула_5816-15	1992-2016_формула_5817-15	2	1		формула
1918-1990_формула_5804-15	1992-2016_формула_5805-15	2	2		формула
1918-1990_формула_5778-15	1992-2016_формула_5779-15	2	3		формула
1918-1990_формула_5818-15	1992-2016_формула_5819-15	2	1		формула
