identifier1	identifier2	annotator	judgment	comment	lemma
1918-1990_вызов_1300-15	1992-2016_вызов_1301-15	1	4		вызов
1918-1990_вызов_1308-15	1992-2016_вызов_1309-15	1	1		вызов
1918-1990_вызов_1298-15	1992-2016_вызов_1299-15	1	1		вызов
1918-1990_вызов_1320-15	1992-2016_вызов_1321-15	1	1		вызов
1918-1990_вызов_1310-15	1992-2016_вызов_1311-15	1	1		вызов
1918-1990_вызов_1292-15	1992-2016_вызов_1293-15	1	1		вызов
1918-1990_вызов_1324-15	1992-2016_вызов_1325-15	1	1		вызов
1918-1990_вызов_1326-15	1992-2016_вызов_1327-15	1	4		вызов
1918-1990_вызов_1304-15	1992-2016_вызов_1305-15	1	1		вызов
1918-1990_вызов_1296-15	1992-2016_вызов_1297-15	1	1		вызов
1918-1990_вызов_1328-15	1992-2016_вызов_1329-15	1	4		вызов
1918-1990_вызов_1322-15	1992-2016_вызов_1323-15	1	1		вызов
1918-1990_вызов_1312-15	1992-2016_вызов_1313-15	1	1		вызов
1918-1990_вызов_1334-15	1992-2016_вызов_1335-15	1	2		вызов
1918-1990_вызов_1332-15	1992-2016_вызов_1333-15	1	3		вызов
1918-1990_вызов_1314-15	1992-2016_вызов_1315-15	1	2		вызов
1918-1990_вызов_1318-15	1992-2016_вызов_1319-15	1	3		вызов
1918-1990_вызов_1336-15	1992-2016_вызов_1337-15	1	1		вызов
1918-1990_вызов_1278-15	1992-2016_вызов_1279-15	1	2		вызов
1918-1990_вызов_1294-15	1992-2016_вызов_1295-15	1	1		вызов
1918-1990_вызов_1288-15	1992-2016_вызов_1289-15	1	1		вызов
1918-1990_вызов_1316-15	1992-2016_вызов_1317-15	1	4		вызов
1918-1990_вызов_1306-15	1992-2016_вызов_1307-15	1	2		вызов
1918-1990_вызов_1302-15	1992-2016_вызов_1303-15	1	4		вызов
1918-1990_вызов_1282-15	1992-2016_вызов_1283-15	1	1		вызов
1918-1990_вызов_1290-15	1992-2016_вызов_1291-15	1	1		вызов
1918-1990_вызов_1284-15	1992-2016_вызов_1285-15	1	1		вызов
1918-1990_вызов_1286-15	1992-2016_вызов_1287-15	1	4		вызов
1918-1990_вызов_1280-15	1992-2016_вызов_1281-15	1	1		вызов
1918-1990_вызов_1330-15	1992-2016_вызов_1331-15	1	4		вызов
1918-1990_вызов_1308-15	1992-2016_вызов_1309-15	2	1		вызов
1918-1990_вызов_1298-15	1992-2016_вызов_1299-15	2	2		вызов
1918-1990_вызов_1310-15	1992-2016_вызов_1311-15	2	1		вызов
1918-1990_вызов_1312-15	1992-2016_вызов_1313-15	2	4		вызов
1918-1990_вызов_1314-15	1992-2016_вызов_1315-15	2	1		вызов
1918-1990_вызов_1336-15	1992-2016_вызов_1337-15	2	1		вызов
1918-1990_вызов_1316-15	1992-2016_вызов_1317-15	2	4		вызов
1918-1990_вызов_1292-15	1992-2016_вызов_1293-15	2	1		вызов
1918-1990_вызов_1326-15	1992-2016_вызов_1327-15	2	3		вызов
1918-1990_вызов_1296-15	1992-2016_вызов_1297-15	2	1		вызов
1918-1990_вызов_1328-15	1992-2016_вызов_1329-15	2	4		вызов
1918-1990_вызов_1304-15	1992-2016_вызов_1305-15	2	1		вызов
1918-1990_вызов_1290-15	1992-2016_вызов_1291-15	2	2		вызов
1918-1990_вызов_1334-15	1992-2016_вызов_1335-15	2	1		вызов
1918-1990_вызов_1278-15	1992-2016_вызов_1279-15	2	4		вызов
1918-1990_вызов_1302-15	1992-2016_вызов_1303-15	2	4		вызов
1918-1990_вызов_1280-15	1992-2016_вызов_1281-15	2	1		вызов
1918-1990_вызов_1282-15	1992-2016_вызов_1283-15	2	1		вызов
1918-1990_вызов_1284-15	1992-2016_вызов_1285-15	2	1		вызов
1918-1990_вызов_1286-15	1992-2016_вызов_1287-15	2	4		вызов
1918-1990_вызов_1300-15	1992-2016_вызов_1301-15	2	4		вызов
1918-1990_вызов_1318-15	1992-2016_вызов_1319-15	2	1		вызов
1918-1990_вызов_1306-15	1992-2016_вызов_1307-15	2	1		вызов
1918-1990_вызов_1322-15	1992-2016_вызов_1323-15	2	1		вызов
1918-1990_вызов_1324-15	1992-2016_вызов_1325-15	2	4		вызов
1918-1990_вызов_1330-15	1992-2016_вызов_1331-15	2	4		вызов
1918-1990_вызов_1294-15	1992-2016_вызов_1295-15	2	1		вызов
1918-1990_вызов_1332-15	1992-2016_вызов_1333-15	2	4		вызов
1918-1990_вызов_1320-15	1992-2016_вызов_1321-15	2	1		вызов
1918-1990_вызов_1288-15	1992-2016_вызов_1289-15	2	1		вызов
