lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4358-16		Затем еще странность: Беляева знает о подлоге, знает, что Мясниковы в ее руках, но, несмотря на это, она не только 22 декабря 1858 г. отдает им по дешевой цене все состояние, полученное ею после мужа, но даже уступает им за 100 000 рублей собственные свои винокуренные заводы, стоящие по расчету, сделанному через несколько времени ею самой, 400000 рублей, а по расчетам прокурора-200 000 рублей.	288:295	0:396
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4362-16		Великих идей было много у Наполеона I, но едва ли это не единственная, порожденная в нем чистой любовью к Франции, без примеси всякого эгоистического расчета.	150:157	0:158
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4364-16		На этом уменье -- взять вовремя и сколько можно -- основан весь расчет мироеда-аборигена.	64:70	0:89
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4350-16		В Германии новое учение брало верх над старой религиозной системой; но с этим учением соединились не одни внутренние духовные побуждения, а и корыстные расчеты немецких князей, извлекавших свои выгоды из отнятия церковных имений и усиливавших свое могущество отторжением местного духовенства от папской власти.	152:159	0:310
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4390-16		Мелкими можем расчет дать!	14:20	0:26
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4382-16		У мельника Якова скопилось в одно время множество отрубей, которые он не знал куда деть; кормил он ими гусей, кур и свиней, но все еще их оставалось много, а в город везти не было расчета.	180:187	0:188
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4388-16		Дадут что -- ладно, а не дадут -- уходи: стало быть вечером расчет будет.	60:66	0:73
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4370-16		"Это, -- говорит, -- поставит меня в необходимость в мои расчеты вставить новый фактор.	57:64	0:87
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4372-16		И прижать на расчете мастер: начнет считать там прогул, тут штраф, того и гляди, у него в долгу останешься.	13:20	0:107
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4374-16		Надо, впрочем, сказать, что и ранее на ее руку являлось мало претендентов, а если и были таковые, то они метили на приданое, что далеко не входило в расчеты ее родителей -- этих только кажущихся богачей.	149:156	0:203
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4376-16		Заметим здесь, что если бы Варвара Ардалионовна преследовала какую-нибудь необычайную мечту, посещая Епанчиных, то она, может быть, сразу вышла бы тем самым из того разряда людей, в который сама заключила себя; но преследовала она не мечту; тут был даже довольно основательный расчет с ее стороны: она основывалась на характере этой семьи.	277:283	0:339
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4378-16		Дабы облегчить для нас это пожертвование, он дозволял нам открыть в его пользу подписку между людьми, ему сочувствующими и его чтящими, которых, по его расчету, долженствовало быть немало.	152:159	0:188
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4380-16		Он объяснили, что у них назначили очень многих к расчёту, больше полсотни; по этому избраны депутаты (количество таковых не помню, кажется, 13 человек) для ведения переговоров, которые завтра пойдут на работу.	49:56	0:209
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4384-16		-- Я давно вас, дядя, хотел спросить, действительно ли великий плут и шарлатан Калиостро был из масонов Марфин сначала вспыхнул, а потом сильно нахмурился; Ченцов не ошибся в расчете: Егору Егорычу более всего был тяжел разговор с племянником о масонстве, ибо он в этом отношении считал себя много и много виноватым; в дни своих радужных чаяний и надежд на племянника Егор Егорыч предполагал образовать из него искреннейшего, душевного и глубокомысленного масона; но, кроме того духовного восприемства, думал сделать его наследником и всего своего материального богатства, исходатайствовав вместе с тем, чтобы к фамилии Ченцов была присоединена фамилия Марфин по тому поводу, что Валерьян был у него единственный родственник мужского пола.	175:182	0:739
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4366-16		Что же касается до ваших, милостивый государь мой, намеков насчет известной особы женского пола, насчет намерений, расчетов и разных замыслов этой особы, то скажу вам, милостивый государь мой, что я смутно и неясно понял все эти намеки.	115:123	0:236
расчет	NOUN	1700	1700-1916	1700-1916_расчет_4386-16		Найденный на Благовещенской улице умерший оказался приехавшим из Москвы для расчета с комиссионерами подрядчиком Тихомировым.	76:83	0:125
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4391-16		Современный этап развития экономики региона предполагает наличие технически оснащенных торгово-складских комплексов, информационных сетей, прогрессивных средств, осуществления финансово-кредитных расчетов и т. д. Создание и обеспечение высокоэффективного функционирования данной инфраструктуры связаны с крупными материальными и трудовыми затратами.	196:204	0:349
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4363-16		А журналист, конечно, рассказывает в расчете на обыкновенного человека.	37:44	0:71
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4371-16		Дело не в банальном расчете, дело в престиже, столь же банальном.	20:27	0:65
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4361-16		При посадке не следует добавлять минеральные удобрения, лучше добавить 1 стакан просеянной золы из расчета на 1 куст.	99:106	0:117
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4353-16		Действительно, как у человека требовать добровольной выдачи чего-либо, если у него на руках наручники (То, что арестованный может и должен словесно сообщить об имеющихся у него "предметах, запрещенных к обороту", в расчет принято не было.)	215:221	0:239
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4359-16		Многие эффективные по массо-габаритным, прочностным и функциональным характеристикам конструкции просто не берутся в расчет, поскольку их невозможно изготовить с помощью существующих технологий.	117:123	0:194
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4387-16		К этому времени рост населения мира сильно замедлится, и по расчету, население достигнет 12 млрд., а скорость роста составит 0,3% в год.	60:67	0:136
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4357-16		Оценка земель лечебно-оздоровительного назначения с рекреационными ресурсами регионального значения проводилась в шесть этапов: оценочное зонирование территории административно-территориального образования и установление границ оценочных зон для земель лечебно-оздоровительных местностей и курортов; сбор общей информации об объектах лечебно-оздоровительного назначения на территории оценочных зон для земель лечебно-оздоровительных местностей и курортов, объединение объектов лечебно-оздоровительного назначения по оценочным классам (группам) согласно классификатору типичных объектов лечебно-оздоровительного назначения и выбор в каждой группе типичного объекта лечебно-оздоровительного назначения (обладающего наиболее общими свойствами объектов, отнесенных к данному классу) для расчета кадастровой стоимости земли под ним; сбор специальной информации по выбранным в качестве типичных объектам лечебно-оздоровительного назначения; расчет удельных показателей кадастровой стоимости единицы площади земельных участков под типичными объектами лечебно-оздоровительного назначения; определение кадастровой стоимости единицы площади земель лечебно-оздоровительного назначения в оценочной зоне; составление таблицы кадастровых стоимостей единицы площади земель лечебно-оздоровительных местностей и курортов в разрезе оценочных зон на территории административно-территориального образования и подготовка итогового отчета.	783:790	0:1417
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4373-16		На чем основывались ожидания двоеволжья Расчет мог быть такой: взяли оценочную стоимость экономики США, уменьшили в четыре-пять раз (не избыточная ли скромность), после чего поделили на поголовье граждан РФ.	40:46	0:207
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4355-16		Поэтому при заполнении в разделе 2.3 расчета по авансовым платежам показателя "Численность работников, имеющих наибольшие по размеру доходы" вы указываете ноль.	37:44	0:160
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4393-16		Мама и дядя Женя по-прежнему сидели, склонившись над чертежами и расчетами, и ничуть не ругались.	65:74	0:97
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4375-16		Следовательно, расчеты за выполненные работы, предоставленные услуги и результаты интеллектуальной деятельности, осуществляемые между резидентами и нерезидентами в указанных валютах, должны отражаться в отчете по форме N 402. 14.	15:22	0:229
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4351-16		Результатами этой работы являются методики расчетов дорожных конструкций с применением геосеток, типовые решения и методические рекомендации по применению.	43:51	0:155
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4385-16		Расчёт делается для того, чтобы узнать, какую статистику (число зарегистрированных мюонов) надо получить.	0:6	0:105
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4365-16		Но в их расчеты, как говорится, вкралась ошибка -- то ли канал был недостаточно глубоким, то ли течение недостаточно сильным, то ли труп просто зацепился за что-то -- во всяком случае, когда они пришли туда утром, он никуда даже не собирался уплывать и, покачиваясь, лежал на том же месте, куда они его положили.	8:15	0:312
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4349-16		При этом тот факт, что Китай так и не снял все свои территориальные претензии к нашей стране, официальный Пекин в расчет не принимает.	114:120	0:134
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4395-16		Потому как -- расчет: в 00.17 -- экспресс, в 03.24 -- рейс такой-то на Гонолулу, в 07.01 -- лайнер из Гонолулу.	14:20	0:111
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4347-16		Полное удобрение "Кемира-универсал" вносят из расчета 2 г на 1 л воды.	46:53	0:70
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4389-16		По моим расчетам, Богомолов давно уже прочитал наш сценарий, но прошло еще немало времени, прежде чем мне удалось соединиться с Богомоловым по телефону.	8:16	0:152
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4379-16		Либо, как поступил Чубайс, быстро повышать уровень денежных расчетов и уходить от различных взаимозачетных схем, векселей, дисконтов, гарантий.	60:68	0:143
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4343-16		Проблему объема хранилища Буш не считал важной, поскольку, по его расчетам, при использовании самой передовой технологии микрофильмирования, ежедневно вводя в хранилище 5000 страниц текста, пользователь заполнит его только через несколько сот лет, -- так что пленку смело можно было не экономить.	66:74	0:296
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4341-16		Так как важнейшим фактором производства в сельском хозяйстве выступает земля, то поэтому наиболее объективными и весомыми являются отдельные показатели производства сельскохозяйственной продукции в расчете на 100 га посева.	198:205	0:223
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4381-16		Для обоих блоков характерна многовариантность решений, поэтому наилучший результат достигается посредством неоднократных расчетов с использованием различных способов и методов.	121:129	0:176
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4337-16		В расчете на займы проводить девальвацию тоже не следует -- денег могут не дать или дать на слишком обременительных условиях.	2:9	0:125
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4383-16		Сравнение оценки динамики выпуска базовых отраслей с темпами, рассчитанными по годовым данным, показывает степень погрешности, полученной в результате квартальных оперативных расчетов.	175:183	0:184
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4367-16		Такое строительство было более или менее терпимо только для многосемейных, получавших сразу большую сумму из расчета на каждого члена семьи, и для людей, которые выросли на земле, умеют и построить дом, и вести загородное хозяйство.	109:116	0:232
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4339-16		Однако расчеты показывают, что в настоящее время на орбите может быть до 600 тысяч объектов размером свыше одного сантиметра.	7:14	0:125
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4369-16		Расчет был на это.	0:6	0:18
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4377-16		Расчеты ученых Сибирского отделения АН РФ свидетельствуют, что в случае перехода ни среднероссийские тарифы неизбежен рост тарифов -- как для населения, так и для предприятий.	0:7	0:175
расчет	NOUN	1992	1992-2016	1992-2016_расчет_4345-16		Расчет ставился на внезапность.	0:6	0:31
