lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
прорыв	NOUN	1918	1918-1990	1918-1990_прорыв_4126-15		Сделав же Данвица командиром передового отряда в группе прорыва, фон Лееб дает ему и почетное назначение и одновременно убирает подальше от своего штаба.	56:63	0:153
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4151-15		Причем интегральный прорыв к новому технологическому укладу возможен в ближайшем будущем.	20:26	0:89
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4149-15		Правда, некоторый прорыв в этой области все же наблюдается.	18:24	0:59
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4137-15		Второй Егорий -- в прорыве.	19:26	0:27
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4115-15		Англичане готовились к операции "Брон" -- прорыву сверхмалых подводных лодок типа "X" в Альтен-фьорд, где находились немецкие линкоры "Тирпиц" и "Шарнхорст".	42:49	0:157
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4107-15		Большинство экспертов видит "прорывной" характер будущего Закона: он идет на прорыв в мировой юридической науке в области защиты этнических прав.	29:38	0:145
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4113-15		Прорыв и нестандартные решения В период 1999-2001 годов NMG наращивала производство, закупала и обновляла оборудование, разрабатывала новые защитные покрытия, улучшала их показатели, и в 2002 году в бизнесе произошел прорыв, объем производства и продаж вырос вдвое.	0:6	0:265
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4109-15		Столь стремительный прорыв заставил задуматься.	20:26	0:47
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4111-15		Количество прорывов водоводов высокого давления со сточной водой за эти годы снижено в 22 раза, и эта тенденция сохраняется (падение более 20% в год), несмотря на значительное сокращение в последние годы объема трубопроводного строительства.	11:19	0:241
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4141-15		.. видишь, что творится -- Стеклов бесится, грозится поубивать, за лето все пришло в запустение, а у нас, между прочим, еще в мае прорыв наметился, почти открыли, но повторить не можем.	130:136	0:185
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4135-15		Теперь здесь произошел прорыв.	23:29	0:30
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4147-15		Катализатором прорыва стала Сахалинская область -- ее плюс зашкалил за 784 процента.	14:21	0:84
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4123-15		Это называют прорывом импульса.	13:21	0:31
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4125-15		Достаточно напомнить о пресечении в конце июля -- начале августа в Керигойском ущелье попытки прорыва на российскую территорию группы боевиков общей численностью до 60 человек.	94:101	0:176
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4121-15		Так родился план прорыва вражеского фронта в районе Эрзерума и захвата этой крупнейшей крепости.	17:24	0:96
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4145-15		Для вгиковцев прорыв свободы обернулся возможностью смотреть фильмы: закрытые ранее зарубежные коллекции Госфильмофонда, новые фильмы, попадавшие в Москву на различного толка Недели, фестивали и, разумеется, "с пылу, с жару" все, что создавалось на отечественных студиях.	14:20	0:271
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4119-15		Прорыв на работу.	0:6	0:17
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4129-15		Но практически все случаи успешных социально-экономических прорывов происходили при наличии этих зон.	59:67	0:101
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4153-15		Итак, консолидация, поглощение компаний во многих случаях дает возможность решительного прорыва на критически важных направлениях.	88:95	0:130
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4117-15		Где-то у нас идет прорыв.	18:24	0:25
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4095-15		Эти прорывы в кризисных условиях вселяют оптимизм и уверенность, что мы выбрали правильный курс.	4:11	0:96
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4131-15		Поэтому инновационные прорывы и взятка, как "гений и злодейство -- две вещи несовместные".	22:29	0:90
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4097-15		"Мы не рассчитываем на грандиозные прорывы.	35:42	0:43
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4127-15		С. Адливанкин (один из авторов декларации "Изобригады"): "Голосуют за исключение кулака из колхоза"; "В штабе колхоза перед штурмом прорыва".	132:139	0:141
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4099-15		Ясно поэтому, что спасти человечество может только технологический прорыв, основанный на принципиально новых открытиях фундаментальной науки.	67:73	0:141
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4133-15		В ночь с 12 на 13 января произошел прорыв трубопровода тепломагистрали в Пензе.	35:41	0:79
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4101-15		Прорыв Это произошло в начале лета 1975 года, когда студенческая сессия заканчивалась и многие из иногородних музыкантов уже планировали съездить домой.	0:6	0:152
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4139-15		Уже получено известие, что последние ужасные бои и прорыв фронта завершились отступлением армий вплотную к Хуньхе.	51:57	0:114
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4103-15		Зато было внеплановое большое веселье, когда пришло известие о первом прорыве (подо Мгой) кольца вокруг Ленинграда.	70:77	0:115
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4105-15		Поэзия являла собой "персоналистическую революцию, которой еще по-настоящему не было в мире, означала свержение власти объективации, прорыв к иному миру, духовному миру".	133:139	0:170
прорыв	NOUN	1992	1992-2016	1992-2016_прорыв_4143-15		Несмотря на "младенческий" в масштабах истории человечества возраст, прошлое атомной энергетики насыщено и глобальными научными прорывами, и экономическими успехами, и драматическими событиями.	128:137	0:193
