lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
железо	NOUN	1700	1700-1916	1700-1916_железо_1686-16		Из микроскопических опытов Майергофера и Бухмана явствует, что железо, медь, золото и др. металлы посредством тщательного растирания с молочным сахаром по правилам гомеопатической фармакотехники постепенно распадаются на все меньшие и меньшие частицы, так что они могут быть обнаружены еще микроскопом в наших низких и средних растираниях, а именно, по наблюдением Майергофена, медь в 6-м делении, железо в 8-м, платина, золото, серебро и ртуть в 10-м, осадочное олово даже в 14-м делении, и только несовершенство наших оптических инструментов не допускает распознавание металлических частиц в более высоких растираниях.	63:69	0:620
железо	NOUN	1700	1700-1916	1700-1916_железо_1684-16		В Кронштадте у батарей рисбанк и других, ей подобных, необходимо, чтоб сзади был бон в одно бревно, железом скрепленный.	100:107	0:120
железо	NOUN	1700	1700-1916	1700-1916_железо_1656-16		Итак, Садко отдает предпочтение золоту перед железом: Садко со своими гуслями как раз попал кстати к царю Водянику.	45:52	0:115
железо	NOUN	1700	1700-1916	1700-1916_железо_1682-16		За эту же ночь тело его покрылось темными, багровыми пятнами, и нестерпимую боль, как от раскаленного железа, чувствовал он от напухающего под мышкой громадного нарыва.	102:108	0:168
железо	NOUN	1700	1700-1916	1700-1916_железо_1678-16		Он приподнял их -- под ними оказался кусок кровельного железа, под железом -- квадратная дощечка, наконец предо мною открылась большая дыра, уходя под корень.	55:61	0:158
железо	NOUN	1700	1700-1916	1700-1916_железо_1650-16		Теперь же, поддерживая Розамунду на седле, он думал: "Словно из железа слита.	64:70	0:77
железо	NOUN	1700	1700-1916	1700-1916_железо_1676-16		В сей горе нашли много молотов и других орудий римских для выработки железа, этрусских горшков и проч., доказывающих древность работ, тут бывших.	69:75	0:145
железо	NOUN	1700	1700-1916	1700-1916_железо_1662-16		Но кроме того, читая о том, как грабили, правили, воевали, разоряли (только об этом и речь в истории), невольно приходишь к вопросу: что грабили и разоряли А от этого вопроса к другому: кто производил то, что разоряли Кто и как кормил хлебом весь этот народ Кто делал парчи, сукна, платья, камки, в которых щеголяли цари и бояре Кто ловил черных лисиц и соболей, которыми дарили послов, кто добывал золото и железо, кто выводил лошадей, быков, баранов, кто строил дома, дворцы, церкви, кто перевозил товары Кто воспитывал и рожал этих людей единого корня Кто блюл святыню религиозную, поэзию народную, кто сделал, что Богд[ан] Хмельн[ицкий] передался России, а не Т[урции] и П[ольше] Народ живет, и в числе отправлений народной жизни есть необходимость людей разоряющих, грабящих, роскошествующих и куражущихся.	408:414	0:811
железо	NOUN	1700	1700-1916	1700-1916_железо_1672-16		В вечерней хронике читатели, найдут отчет работы совещания о недостатке железа.	72:78	0:79
железо	NOUN	1700	1700-1916	1700-1916_железо_1658-16		Последние железы очень походят на пилорические железы.	10:16	0:54
железо	NOUN	1700	1700-1916	1700-1916_железо_1660-16		Налево через реку был большой железнодорожный мост, на него взбежал поезд и, громыхая так, как будто он наносил частые удары молотком по железу, быстро пронесся и скрылся вдали!	30:45	0:177
железо	NOUN	1700	1700-1916	1700-1916_железо_1644-16		Здесь же есть шведской от драбантов капрал Ригель, который сидит в железах за побег и за убивство одного черемиса, которого при поимке заколол, оной есть доброй химикус, человек изрядной, желает принять службу до окончания войны за поруками других, однакож я не знаю, кой бы чин полуполковнику годился, а в пробовании металей сказывается весьма искусен, но губернатор сказал, что он его освободить не смеет.	67:74	0:407
железо	NOUN	1700	1700-1916	1700-1916_железо_1680-16		Светлый месяц, почти полный, вышел из-за сарая, и через двор легли черные тени, и заблестело железо на крыше разрушающегося дома.	93:99	0:129
железо	NOUN	1700	1700-1916	1700-1916_железо_1674-16		Суля за нас предстательствовать, он только думал о себе и старался, по пословице, ковать железо, пока горячо.	89:95	0:109
железо	NOUN	1700	1700-1916	1700-1916_железо_1668-16		Самый новейший матадор государственной политики провозглашал железо более полноправным, чем самое право.	61:67	0:104
железо	NOUN	1700	1700-1916	1700-1916_железо_1694-16		"Ничего!.. тебе почудилось!" -- отвечает она после нескольких мгновений молчания, облегчив грудь вздохом, и снова пилы живо ходят по железу.	133:139	0:140
железо	NOUN	1700	1700-1916	1700-1916_железо_1670-16		Чтобы не опоздать в Пензу на ярмарку и не показаться с Хабибулой в таких местах, где русские власти есть, Хан-Джангар и решил оставить при малом и скудном источнике Паньку с одним конем и раненого Хабибулу, окованного в конских железах.	228:235	0:236
железо	NOUN	1992	1992-2016	1992-2016_железо_1653-16		Вахтер мешает заварку в стакане, шуршит газетой и приветливо кивает Татьяне Николаевне, слышится размеренный, как в кузнице, лязг железа, радио задушевно бубнит что-то про посевы -- уютный провинциальный предбанник большого спорта.	130:136	0:231
железо	NOUN	1992	1992-2016	1992-2016_железо_1659-16		Хронический простатит чаще всего бывает, если в ткань железы внедрились патогенные микробы -- кишечная палочка, стафилококки, микробактерии туберкулеза, вирусы, грибки и т. д. Возбудитель проникает в железу по кровеносным и лимфатическим путям как из близлежащих органов -- мочевого пузыря, прямой кишки, мочеиспускательного канала, так и из любых других пораженных органов: скажем, даже из уха, если у человека отит, из придаточных пазух носа при гайморите, из миндалин при тонзиллите.	54:60	0:486
железо	NOUN	1992	1992-2016	1992-2016_железо_1661-16		И вот тут-то богатырь помчался на коне на Буш-хана, рубанул на всем скаку его по голове, но только искры посыпались от нее, будто ударил богатырь по железу.	149:155	0:156
железо	NOUN	1992	1992-2016	1992-2016_железо_1655-16		Совершенно ясно, что жизнь человека важнее военных секретов и железа.	62:68	0:69
железо	NOUN	1992	1992-2016	1992-2016_железо_1665-16		Его запасы оцениваются в 2,6 млрд т при содержании железа 63-64%.	51:57	0:65
железо	NOUN	1992	1992-2016	1992-2016_железо_1647-16		...Парнишка алкоголик и наркоман, у парнишки панкреонекроз -- отмирание поджелудочной железы, дело дрянь, но парнишка чем-то симпатичен доктору.	86:92	0:144
железо	NOUN	1992	1992-2016	1992-2016_железо_1657-16		Это для него начинал вдруг тихонько позванивать и постукивать лист железа на ржавом куполе собора, для него то вздыхали, то гудели, а то и по-волчьи пели деревья в бору, для него ветер заставлял шипеть береговую волну внизу, у крутого подножья горы, для него свистел пароходик вдали, пароходику вторил буксир, а если была, как и теперь, ясная осень и если случалось, что именно в этот час медленным строем проплывали над горой перелетные серые птицы, тогда казалось Снеткову, что это с ним они прощаются усталыми плачущими голосами.	67:73	0:532
железо	NOUN	1992	1992-2016	1992-2016_железо_1645-16		Он придавил рычаги, вездеход захлебнулся воем, сильнее загремел железом и запрыгал по колеям и ямам.	64:71	0:100
железо	NOUN	1992	1992-2016	1992-2016_железо_1651-16		Общение стало виртуальным настолько, что порой кажется, что и ты это всего лишь кусок железа, правда пока еще думающего железа.	86:92	0:127
железо	NOUN	1992	1992-2016	1992-2016_железо_1679-16		* Сегодня точно установлена зависимость между уровнем эстрогенов и развитием рака молочной железы.	91:97	0:98
железо	NOUN	1992	1992-2016	1992-2016_железо_1641-16		Женщины детородного возраста относятся к категории населения, особенно уязвимой к дефициту данного микронутриента, поэтому низкий уровень потребления ими гемового железа вызывает особое беспокойство [1].	163:169	0:203
железо	NOUN	1992	1992-2016	1992-2016_железо_1677-16		Предположительно паутинные железы когда-то были лапками.	27:33	0:56
железо	NOUN	1992	1992-2016	1992-2016_железо_1675-16		В зависимости от условий эксплуатации для наращивания изнашиваемых участков поверхностей узлов и деталей могут использоваться слои железа, хрома, никеля, сплава никель-кобальт; цинк и кадмий можно применить для защитных и протекторных целей; баббиты -- для восстановления подшипников скольжения.	131:137	0:295
железо	NOUN	1992	1992-2016	1992-2016_железо_1673-16		Ледяные волны перекатываются через шаткие помосты, грохочет листовое железо, срывается настил, по которому пробираются ползком ополоумевшие от страха люди.	69:75	0:155
железо	NOUN	1992	1992-2016	1992-2016_железо_1671-16		Он вез походные кузни, запасное оружие и железо, снаряжение, холстину для перевязок ран и увечий, шорников с ремнями и кожами и совсем мало продуктов -- только муку да немного соли.	41:47	0:181
железо	NOUN	1992	1992-2016	1992-2016_железо_1669-16		Сверкая блеском стали Посуда из нержавеющей стали изготавливается, как правило, из сплава железа с хромом и никелем.	90:96	0:116
железо	NOUN	1992	1992-2016	1992-2016_железо_1683-16		В некоторых программах были предусмотрены только деньги на "железо".	60:66	0:68
железо	NOUN	1992	1992-2016	1992-2016_железо_1685-16		то есть на одном предприятии плавят руду, изготовляют чугун, переделывают его в железо и в сталь, а из них изготовляют продукцию -- например, балки, проволоку, рельсы.	80:86	0:167
железо	NOUN	1992	1992-2016	1992-2016_железо_1687-16		Вдохновленные словом "особняк", мы протиснулись мимо шипастых кустов ежевики, оказались на полянке и увидели низкое строение, сколоченное из узких темно-желтых досок, самый настоящий сарай, покрытый оцинкованным железом.	212:219	0:220
железо	NOUN	1992	1992-2016	1992-2016_железо_1689-16		И ещё они боятся железа.	17:23	0:24
железо	NOUN	1992	1992-2016	1992-2016_железо_1691-16		Так, растительность природных экосистем отличается значительным накоплением железа и марганца из почвы региона, обогащенной железистыми минералами и сопутствующим марганцем.	76:82	0:173
железо	NOUN	1992	1992-2016	1992-2016_железо_1693-16		Оказывается, на "перекрестке" зрительных нервов расположена железа, весьма чувствительная к свету, которая вырабатывает гормоны, влияющие на биоритмы.	60:66	0:150
железо	NOUN	1992	1992-2016	1992-2016_железо_1667-16		"С железом нужно обращаться, как с женщиной.	3:10	0:44
железо	NOUN	1992	1992-2016	1992-2016_железо_1681-16		Создатели не имеющих пока аналогов средств сулят нам с вами настоящие чудеса: кремы для проблемной кожи обещают восстанавливать клетки печени; а препараты для тела -- регулировать функцию надпочечников и щитовидной железы.	215:221	0:222
железо	NOUN	1992	1992-2016	1992-2016_железо_1695-16		Понятно, что здесь столько проблем, что пришлось четко очертить приоритеты: рак молочной железы, репродуктивные права и менопауза.	89:95	0:130
железо	NOUN	1992	1992-2016	1992-2016_железо_1663-16		Но слух мог обнимать звук, как вещь, он чувствовал в нем тяжесть камня, остроту железа, легкость выпотрошенной клестом шишки.	80:86	0:125
железо	NOUN	1992	1992-2016	1992-2016_железо_1637-16		Мне нравится сам акт производства материального предмета -- когда из кучи деталей, кусков железа, лоскутов и полос сизого металла нарождается замысловатая, потребная обществу вещь.	90:96	0:180
железо	NOUN	1992	1992-2016	1992-2016_железо_1639-16		Нет, все-таки человеческие страдания и автомобильное железо нельзя ставить на одну доску.	53:59	0:89
железо	NOUN	1992	1992-2016	1992-2016_железо_1643-16		"После этого, -- громко прошептал Антон Антонович, -- хоть каленым железом пытай -- ничего не вспомнишь, ни имени, ни факта.	67:74	0:124
железо	NOUN	1992	1992-2016	1992-2016_железо_1649-16		Для исследования процесса шаг за шагом Герхард Эртл использовал "идеальную" систему -- чистую поверхность железа в вакуумной камере, в которую вводится точно дозируемое количество азота.	106:112	0:186
