identifier1	identifier2	annotator	judgment	comment	lemma
1700-1916_головка_1348-16	1992-2016_головка_1349-16	2	1		головка
1700-1916_головка_1336-16	1992-2016_головка_1337-16	2	1		головка
1700-1916_головка_1338-16	1992-2016_головка_1339-16	2	3		головка
1700-1916_головка_1340-16	1992-2016_головка_1341-16	2	4		головка
1700-1916_головка_1344-16	1992-2016_головка_1345-16	2	4		головка
1700-1916_головка_1346-16	1992-2016_головка_1347-16	2	1		головка
1700-1916_головка_1342-16	1992-2016_головка_1343-16	2	4		головка
1700-1916_головка_1382-16	1992-2016_головка_1383-16	2	4		головка
1700-1916_головка_1384-16	1992-2016_головка_1385-16	2	2		головка
1700-1916_головка_1386-16	1992-2016_головка_1387-16	2	1		головка
1700-1916_головка_1388-16	1992-2016_головка_1389-16	2	2		головка
1700-1916_головка_1390-16	1992-2016_головка_1391-16	2	1		головка
1700-1916_головка_1380-16	1992-2016_головка_1381-16	2	1		головка
1700-1916_головка_1394-16	1992-2016_головка_1395-16	2	1		головка
